address,company_name,company_type,corporate_representative,overall_merit,overall_year,registered_capital,social_code
江油市二郎庙中雁路138号,江油市正洪汽车修理厂,维修企业,,A,2022,0,92510781MA65AXHA79
江油市太平镇红庙村5组,江油市捷康汽车服务有限公司,维修企业,,A,2022,0,91510781MA66UGRN0Q
江油市三合镇桂香村3组,东风南方汽车销售服务有限公司江油分公司,维修企业,,A,2022,0,915107810541493000
江油市太平镇新华村6组,江油市太平镇众旺轿车维修中心,维修企业,,A,2022,0,92510781MA625JN800
江油市太平干道,江油市天明实业有限公司,维修企业,,A,2022,0,91510781711850335E
四川省绵阳市江油市工业开发区会昌路,江油鸿飞公交分公司修理厂,维修企业,,AA,2022,0,915107815510358000
江油市太平镇会昌村七组恒益孵化楼1栋1层1号,江油市太平镇凯鸿汽车维修厂,维修企业,,A,2022,0,92510781MA64UW4C68
江油市工业开发区太平镇会昌南路,江油市广森汽车销售有限公司,维修企业,,A,2022,0,9151078132333294XY
江油市太平镇太平路西段269号,江油市兴东林汽车修配厂,维修企业,,A,2022,0,92510781MA6344QY7D
江油市会昌西路119号,江油市云海汽车维修有限公司,维修企业,,A,2022,0,91510781345725365D
江油市太平镇安丰村4组,江油市平帆汽车服务有限公司,维修企业,,A,2022,0,9151078109672298XL
江油市太平镇红旗村6组,江油市国辉汽车修理厂,维修企业,,A,2022,0,9151078130932832XF
江油市太平镇李白大道中段14号,江油市宏建汽车修理厂,维修企业,,A,2022,0,91510781099070913M
江油市太平镇龙头村1组,江油市运达汽修厂,维修企业,,A,2022,0,91510781680440551A
江油市顺江北路13号,江油市舜云汽修厂,维修企业,,A,2022,0,91510781734889830A
江油市太平镇德胜村六组,江油鸿源汽车技术服务有限公司,维修企业,,A,2022,0,915107813270070000
江油市工业开发区会昌西路,江油市三和轿车有限公司,维修企业,,AA,2022,0,9151078175474791XU
江油市太平镇德胜南路88号,江油市万吉汽车服务有限公司,维修企业,,A,2022,0,91510781MA67W9U47Y
江油市三合镇建北路264号,江油市三合宏明汽车修理厂,维修企业,,A,2022,0,92510781MA62Y8971H
江油市顺江北路96号,江油市三合镇荣发汽车服务中心,维修企业,,A,2022,0,92510781MA68531T4T
江油市太平镇诗城路西段225号,江油市永飞汽车修理厂,维修企业,,A,2022,0,91510781MA624AW7XC
四川省绵阳市高新区火炬西街南段18号,绵阳高新区伟恩汽车修理厂,维修企业,,B,2022,0,92510700MA6603861E
绵阳市高新区普明一康路,高新区通洲汽修服务有限公司,维修企业,,B,2022,0,915107006602890000
绵阳市高新区普明东路,绵阳市高新区嘉利汽车修理厂,维修企业,,B,2022,0,510706600046101
江油市三合镇长钢厂区5103栋2楼,成都西部物联有限公司江油分公司,维修企业,,AA,2022,0,91510781MAC1CK6K1N
绵阳市高新区飞云大道中段2号,绵阳鑫华汽车技术服务有限公司,维修企业,,B,2022,0,91510700098557172T
三台县中太镇涪滨路43号,三台县中太镇赵勇汽车修理厂,维修企业,,B,2022,0,92510722MA666KQT32
三台县乐安镇黄林一村二队,三台县明大汽车修理厂,维修企业,,B,2022,0,91510722572774095T
三台县乐安镇福利村四社,三台县乐安镇和亿汽车修理厂,维修企业,,A,2022,0,92510722MA66B6D889
三台县潼川镇南河邱家花园,三台县益纺汽车修理厂,维修企业,,B,2022,0,91510722584201649R
自贡市大安区大安街416号,自贡达安汽车运输有限公司汽车修理分厂,维修企业,,AA,2022,0,91510300740048560U
三台县潼川镇佳桥村一社（同心汽车城内）,三台县潼川镇永华汽车修理厂,维修企业,,A,2022,0,92510722MA624HPX7K
三台县潼川镇佳桥村绵阳雅佳纸业有限公司1幢1-1/2-1,三台县鹏程汽车修理厂,维修企业,,B,2022,0,91510722789133918D
三台县潼川镇三射路大成商业中心3幢1-1-4,三台县顺发汽车修理厂,维修企业,,B,2022,0,91510722660282146P
三台县乐安镇马家桥福利村,三台县广胜汽车服务有限公司,维修企业,,B,2022,0,91510722345689317Q
三台县乐安镇福利村4号地,三台县安驰汽车修理厂,维修企业,,A,2022,0,91510722078865039F
三台县潼川镇广化长沟村,三台县远程汽车修理厂,维修企业,,B,2022,0,91510722MA6249DRX4
三台县潼川镇西外街136号,四川绵鑫汽车经营有限公司汽车修理厂,维修企业,,A,2022,0,91510722MA6245HQ6M
三台县潼川镇佳桥村1-31号,四川省三台县绘春汽车销售服务有限公司,维修企业,,B,2022,0,91510722560732314L
三台县潼川镇广化长沟村4组,三台县蜀光汽车修理厂,维修企业,,B,2022,0,91510722MA6249A0X9
三台县潼川镇佳桥村1-30号,三台县友帮汽车修理厂,维修企业,,B,2022,0,91510722575279751U
三台县乐安镇黄林福利村,绵阳市梓荣泰汽车贸易有限公司,维修企业,,B,2022,0,915107225975122000
三台县塔山镇高山村一组001号,三台县塔山镇盛达汽车修理厂,维修企业,,B,2022,0,92510722MA63T4MJ5N
三台县芦溪镇潼绵路北段,三台县三益汽车服务有限公司,维修企业,,A,2022,0,915107225697066000
三台县芦溪镇潼绵路北段206号,三台县鹏达汽车修理厂,维修企业,,B,2022,0,91510722762336029R
三台县乐安镇黄林福利村,三台县潼川镇鸿顺汽修服务部,维修企业,,A,2022,0,92510722MA6AJH1973
盐边县桐子林镇雅江桥下500米,盐边县双雄汽车修理厂,维修企业,,B,2022,0,92510422MA6A9TNK5A
米易县白马工业园区钒钛磁铁矿采选加工工业区,米易县鼎盛汽车修理有限责任公司,维修企业,,B,2022,0,91510421MA6210RR81
米易县攀莲镇铁建路22号,米易县交通运输有限责任公司修理厂,维修企业,,A,2022,0,9151042120460114X5
盐边县渔门镇三岔口村湾庄组92号,盐边县渔门镇小朱汽修,维修企业,,B,2022,0,92510422MA62TY9C68
盐边县桐子林镇西环南路163号,盐边县顺达汽车修理店,维修企业,,B,2022,0,92510422MA657BTC3T
江油市三合镇蟠龙村4组,江油市三合镇万鑫汽车修理厂,维修企业,,B,2022,0,92510781MA64T6P3XB
江油市城区新华干道鑫楠花园观唐7栋1楼40号,江油市华豪顺平汽车服务有限公司,维修企业,,B,2022,0,91510781MA6248YT7Q
江油市太平镇红砖岭村18组,江油市领豪之星汽车服务有限公司,维修企业,,B,2022,0,91510781MA66PJX62U
江油市江彰大道北段附1号,江油市长捷汽车维修养护有限公司,维修企业,,B,2022,0,91010781754739450G
江油市西山路,江油市中坝文氏汽修厂,维修企业,,B,2022,0,92510781MA63QX8Q6Q
江油市工业开发区会昌中路西段,江油市同辉聚成汽车服务有限公司,维修企业,,B,2022,0,91510781MA62477A7E
江油市三合镇广胜村六组,江油市凯信达车业有限公司,维修企业,,B,2022,0,91510781MA6A2MLQ4P
四川省绵阳市江油市中坝街道城北村三组,江油市鑫鸿杰汽车服务有限公司,维修企业,,B,2022,0,91510781MA6A64B00K
江油市太平镇龙头村,江油市太平兴隆汽修厂,维修企业,,B,2022,0,92510781MA624JEQ5T
江油市太平镇庞家场村二十一组,江油市全驰汽车服务有限公司,维修企业,,A,2022,0,91510781MA6562M43E
梓潼县文昌镇金牛路中段46号,梓潼县恒安汽车服务中心,维修企业,,A,2022,0,92510725MA63TH8X6K
四川省绵阳市江油市三合镇江东社区柏盖五组,江油市海强众诚汽车服务有限公司,维修企业,,A,2022,0,91510781MAACFBK05N
江油市三合镇双流村七组,江油市三合镇兴邦汽车修理厂,维修企业,,A,2022,0,92510781MA652PLK9G
四川省绵阳市江油市三合镇双江村一组原川西北电测站,江油市瑞达通汽车销售服务有限公司,维修企业,,A,2022,0,91510781MA69JKCA2G
四川省绵阳市江油市中坝街道幸福村七组,江油市美卡汽车服务有限公司,维修企业,,A,2022,0,91510781MA65GGLE1F
四川省绵阳市江油市太平镇德胜村五组,江油市腾盛汽车服务有限公司,维修企业,,A,2022,0,91510781MA6852X087
梓潼县文昌镇万安街205号,梓潼县大华小型汽车修理厂,维修企业,,A,2022,0,915107257089709000
梓潼县长卿镇石河村一组,四川荣济燃气设备安装有限公司,维修企业,,A,2022,0,91510725345760515B
绵阳市游仙区中经路17号,绵阳市游仙区青林汽修厂,维修企业,,B,2022,0,91510704MA65PW487D
绵阳市科学城148技校斜对面,四川省科学城科诚轿车维修服务有限公司,维修企业,,B,2022,0,91510705680404163N
绵阳市游仙区经济试验区紫星街14号,四川名江同心汽车服务有限公司,维修企业,,B,2022,0,91510704MABPAQJD2E
绵阳市游仙区游仙镇文胜村,绵阳市恒沣汽车服务有限公司,维修企业,,A,2022,0,91510704MA69ER5U39
四川省绵阳市游仙区路26号,绵阳一修汽车服务有限公司,维修企业,,A,2022,0,91510704MA63TMYK92
绵阳市游仙区仙童街（污水处理厂旁）,绵阳市游仙区美八汽车服务部,维修企业,,B,2022,0,92510704MA695RB15X
绵阳市游仙经济试验区游仙路74号,绵阳康四海汽车服务有限公司,维修企业,,B,2022,0,91510704MA63QQ556J
绵阳市游仙经济试验区华兴上街28号,绵阳瑞驰汽车修理厂,维修企业,,B,2022,0,91510704337794010G
绵阳市游仙区游仙镇吴家村六组,绵阳市游仙区鑫瑞汽车修理厂,维修企业,,A,2022,0,92510704MA69TAQB7E
梓潼县文昌镇文昌路北段467号,梓潼县瑞丰汽车修理服务中心,维修企业,,A,2022,0,92510725MA656E660J
绵阳市经济开发区松垭镇绵盐路松垭段1号,绵阳市胜丰车业有限公司,维修企业,,A,2022,0,91501700080744615E
四川省绵阳市游仙区游仙镇游仙路290号,绵阳市游仙区兴文地其秀汽车修理厂,维修企业,,A,2022,0,92510704MA642A8J61
绵阳市游仙区游仙镇吴家村五组,绵阳市顺鑫汽车维修有限公司,维修企业,,A,2022,0,91510704699187664D
游仙区魏城镇北街350号（原281号）,绵阳市游仙区帅成汽车维修有限公司,维修企业,,AA,2022,0,91510704584249386A
绵阳市游仙区魏城镇双柏街68号,游仙区龙翔汽车修理厂,维修企业,,AA,2022,0,92510704MA63MJ432Q
绵阳高新区双碑东街43号,绵阳仨辉汽车服务有限公司,维修企业,,B,2022,0,91510700MA638A9F19
绵阳市高新区永兴镇圣海工业园,四川宝之恒科技有限公司,维修企业,,B,2022,0,91510700MA62DLAT9F
绵阳市高新区永兴镇一环路,绵阳市晟祥发汽车销售服务有限公司,维修企业,,B,2022,0,91510700MA6243TP9N
绵阳高新区双碑中街40号,绵阳荣汇汽车销售服务有限公司,维修企业,,B,2022,0,91510700579635549K
绵阳高新区黄家祠居委会三组,绵阳市尚亿汽车维修有限公司,维修企业,,B,2022,0,91510700MA624B0R29
绵阳市高新区永兴镇西街36号,绵阳高新区博达汽车维修有限公司,维修企业,,B,2022,0,91510706582153276X
高新区永兴镇七星路,绵阳高新区张胖子小汽车修理厂,维修企业,,B,2022,0,92510700MA62RT5Q0A
绵阳高新区永兴镇朝阳东路,绵阳高新区莱鸿汽车修理厂,维修企业,,B,2022,0,92510700MA624M7P0X
绵阳市高新区永兴镇公汽司一总站,绵阳高新区龙达汽修厂,维修企业,,B,2022,0,92510700MA6B2CBB12
绵阳高新区虹苑路C6-9号,绵阳市众顺汽车修理有限公司,维修企业,,B,2022,0,91510700MA624B546C
高新区火炬南路1幢1层,绵阳诺邦汽车销售服务有限公司,维修企业,,B,2022,0,91510700MA67X6JT9G
绵阳高新区虹苑路D区12-15号,绵阳高新区众一汽车维修服务中心,维修企业,,B,2022,0,92510700MA65JKRL43
高新区虹苑路D区18号,绵阳永恒汽车维修服务有限公司,维修企业,,B,2022,0,915107067566318000
绵阳高新区绵兴东路38号,四川万向汽车商城有限责任公司,维修企业,,A,2022,0,915107007089596000
绵阳市高新区绵兴东路38号,绵阳市意菲汽车销售服务有限公司,维修企业,,A,2022,0,91510700MA62441B9K
绵阳高新区普明北路42号,绵阳高新区远宏轿车修理厂,维修企业,,B,2022,0,92510700MA67YCCP3Q
绵阳高新区绵兴东路38号,绵阳万祥汽车销售服务有限公司,维修企业,,A,2022,0,91510700MA624ADL3R
绵阳市高新区永兴镇永昌路,绵阳鹏飞汽车维修有限责任公司,维修企业,,A,2022,0,915107067566283000
绵阳市绵兴西路86附1号,绵阳安捷福信汽车销售服务有限公司,维修企业,,A,2022,0,91510700570718372N
绵阳市高新区汽车工业园,绵阳瑞星川物汽车销售服务有限公司,维修企业,,A,2022,0,91510700MA6ATUX90R
绵阳高新区永兴镇飞云大道中段更富汽贸城,绵阳信驰车业有限责任公司,维修企业,,A,2022,0,91510700MA6597DT8L
绵阳市高新区磨家镇接龙寺村四社,四川绵阳富腾汽车销售服务有限公司,维修企业,,A,2022,0,91510706759726712H
永兴工业园区10路,绵阳通孚祥汽车销售服务有限公司,维修企业,,A,2022,0,91510700078885531N
绵阳高新区永兴镇金祥路1号,绵阳新双立汽车销售汽车销售服务有限责任公司,维修企业,,A,2022,0,91510700MA6240BX19
绵阳市高新区永兴镇飞云社区三组,绵阳市晟祥恒智车业有限公司,维修企业,,AA,2022,0,91510700MA67H8NC3P
绵阳高新区火炬西街南段21号,绵阳领翔汽车维修服务有限公司,维修企业,,AA,2022,0,91510700699175401J
绵阳市绵兴西路69号,绵阳市新川萨汽车销售服务有限公司,维修企业,,AA,2022,0,91510700759724311J
四川省绵阳市高新区堡山路南段8号绵阳保时捷4S店1栋1层1号,绵阳新锦程汽车销售服务有限责任公司,维修企业,,AA,2022,0,915107003995285000
绵阳高新区辽宁大道99号（防震减灾产业园1层）,四川锦宏晟汽车科技有限公司,维修企业,,AA,2022,0,91510700MA65EYK17A
绵阳高新区永兴镇10号,绵阳长业西物汽车销售服务有限公司,维修企业,,AA,2022,0,91510700MA62TYF06L
高新区汽车交易市场,绵阳启阳雷克萨斯汽车销售服务有限公司,维修企业,,AA,2022,0,91510700595074761U
绵阳市高新区辽宁大道西侧汽车博览中心B-6,四川中达成宝汽车有限公司绵阳分公司,维修企业,,AA,2022,0,91510700329547554P
绵阳高新区磨家镇接龙寺村五组,绵阳市万丰汽车维修服务有限公司,维修企业,,AA,2022,0,91510700056055473Y
绵阳高新区路南工业区火炬街18号,绵阳米老鼠汽车维修有限公司,维修企业,,AA,2022,0,91510700MA68311276
绵阳高新区永兴工业开发区10号,绵阳百翔汽车销售服务有限公司,维修企业,,AA,2022,0,9151070066537500XQ
绵阳市高新区火炬14号,绵阳建宏汽车销售服务有限公司,维修企业,,AA,2022,0,9151070070919747X7
绵阳市绵兴西路65号,绵阳市新川西物汽车销售服务有限公司,维修企业,,AA,2022,0,9151070075663912XM
绵阳市高新区永兴镇辽宁大道西侧B-16,绵阳旗俊汽车贸易有限责任公司(红旗),维修企业,,AA,2022,0,91510700MA694BXG9C
绵阳市剑门路西段278号,绵阳双丰金刚汽车维修有限公司,维修企业,,AA,2022,0,51510700MA62474H54
绵阳高新区飞云大道中段216号,绵阳高新区丰田汽车销售服务有限公司,维修企业,,AA,2022,0,91510700749645142F
高新区永兴镇辽宁大道,四川华星锦业汽车销售服务有限公司绵阳分公司,维修企业,,AA,2022,0,915107005864870000
绵阳市涪城区西山北路43号,绵阳久竣汽车服务有限公司,维修企业,,B,2022,0,91510703MA624FJX3Y
绵阳市涪城区石塘镇浸水村二组,绵阳市涪城区安信汽修部,维修企业,,B,2022,0,92510703MA62HXEP62
涪城区长虹大道北段118号,绵阳市东太汽车维修有限公司,维修企业,,B,2022,0,91510703786691391P
绵阳市涪城区飞云大道滨河路中段,绵阳涪城区顺旺汽修厂,维修企业,,B,2022,0,92510703MA658NL7XA
涪城区大包梁村1社,绵阳市云翔汽车服务有限责任公司,维修企业,,B,2022,0,915107006922879000
涪城区玉龙路9号,绵阳市涪城区建朋汽车修理中心,维修企业,,B,2022,0,82510703MA66X49E6Y
绵阳市涪城区玉龙街6号（圣水八组）,绵阳市涪城区明益汽修厂,维修企业,,B,2022,0,92510703MA67R2XG8X
涪城区长虹大道北段357号,绵阳市涪城区向阳汽车修理厂,维修企业,,B,2022,0,92510703MA65GXJQ3G
涪城区城郊乡圣水村5社,绵阳骏鹏汽修有限公司,维修企业,,B,2022,0,91510703779824600H
石塘镇瓦店村七社,绵阳市宏程汽车运输有限公司,维修企业,,B,2022,0,91510703MA6247B43K
绵阳市一环路西段5号,绵阳市东豪车业有限责任公司,维修企业,,A,2022,0,915107035607137000
绵阳市涪城区新皂镇金祥南路中段248号,绵阳市涪城区宏升汉汽车维修店,维修企业,,B,2022,0,92510703MA62U3Q23D
机场西路（飞行学院旁）,绵阳市佳福特莱斯豪汽车贸易有限公司,维修企业,,A,2022,0,91510700762326146L
涪城区新皂镇皂角铺村,绵阳市德奥汽车维修服务有限公司,维修企业,,A,2022,0,915107030541250000
涪城区滨江西路北段81号,绵阳明豪汽车维修服务有限公司,维修企业,,B,2022,0,915107030521516000
长虹大道南段200号,绵阳市莱斯豪汽车服务有限责任公司,维修企业,,A,2022,0,91510703620966690D
绵阳市涪城区新皂镇金祥南路246号,绵阳聚强汽车销售服务有限公司,维修企业,,A,2022,0,91510703599999956L
涪城区石塘镇瓦店村(绵中路),绵阳市南精灵汽车维修有限责任公司,维修企业,,A,2022,0,915107036714249000
绵阳市剑门路西段180号,绵阳新华商贸有限公司,维修企业,,A,2022,0,915107037650574000
四川省绵阳市涪城区长虹大道北段166号,绵阳市领盛汽车服务有限公司,维修企业,,A,2022,0,91510703MA638D1U19
绵阳科创园区创业大道中段242号,绵阳金辉汽车销售服务有限公司,维修企业,,A,2022,0,91510700575259259W
绵阳市涪城区石塘镇浸水村九组,绵阳众森汽车维修服务有限公司,维修企业,,A,2022,0,915107000689960000
绵阳市涪城区剑门路西段112-25号,绵阳市涪城区建泓汽修经营部,维修企业,,A,2022,0,92510703MAACM8RQ1Y
涪城区青义镇大新村9社,绵阳金宏博汽车维修服务有限公司,维修企业,,A,2022,0,91510703MA6A6MK58T
绵阳市科创区九华路6号,四川九洲运输有限公司汽车维修中心,维修企业,,A,2022,0,91510700660266971A
绵阳市涪城区石塘镇瓦店村七社,涪城区佳利汽车修理厂,维修企业,,A,2022,0,92510703MA64GJ115C
绵阳市涪城区瓦店村七组（机场西路）,绵阳恒信捷隆汽车销售服务有限公司,维修企业,,A,2022,0,91510703MA6243g01q
绵阳市涪城区西山北路24号,绵阳市东安汽车维修服务有限责任公司,维修企业,,AA,2022,0,915107037672523000
绵阳涪城区长虹大道北段156-158号,绵阳市艾潇汽贸有限公司,维修企业,,AA,2022,0,91510703205403882A
涪城区南河东街2号海英名仕苑2撞1—2,绵阳市精典汽车快修美容连锁有限公司南河机电维修分公司,维修企业,,AA,2022,0,91510703682398131W
绵阳市涪城区科创园区创业大道242号,绵阳路易汽车销售服务有限公司,维修企业,,AA,2022,0,91510700MA62491G3A
长虹大道南段228号,绵阳市信立兴小汽车维修服务有限公司,维修企业,,AA,2022,0,91510703789121669X
绵阳科创园区创业大道中段242号,绵阳三阳佳宇汽车销售服务有限公司,维修企业,,AA,2022,0,91510700MA6245KP77
绵阳市涪城区长虹大道北段135号,绵阳嘉程佳信汽车销售服务有限公司,维修企业,,AA,2022,0,91510703MA624L0H80
绵阳市涪城区长虹大道南段75号,绵阳市顺强汽车服务有限公司,维修企业,,AA,2022,0,91510703MA624G2C63
绵阳市安州区花荄镇创业路17号,绵阳市安州区金锐丰汽车服务有限公司,维修企业,,A,2022,0,91510705MA64DOFG9E
绵阳市长虹大道北段156-158号,四川新艾潇汽贸有限公司,维修企业,,AA,2022,0,91510703620964994C
绵阳市安州区雎水镇红运村3组,安州区雎水亨达汽车修理厂,维修企业,,B,2022,0,92510705MA6332DF8A
绵阳市安州区雎水镇宝元村7组,绵阳市安州区汇纳百川维修服务有限公司,维修企业,,A,2022,0,91510705MA66BA6D5R
涪城区长虹大道南段106号,绵阳市驰衡小汽车修理有限公司,维修企业,,AA,2022,0,91510703205451059P
绵阳市安州区秀水镇桥楼村二组,绵阳市安州区秀水镇华帝汽车服务中心,维修企业,,B,2022,0,92510705MA64UXUG77
绵阳市安州区秀水镇桥楼村二组,绵阳市友利达商贸有限公司,维修企业,,A,2022,0,91510724MA624BU61L
绵阳市安州区花荄镇好医生大道148-152号,绵阳市安州区顺发汽车修理厂,维修企业,,A,2022,0,92510705MA64WUW1XT
绵阳市安州区界牌镇石安村8组,绵阳市安腾机动车服务有限责任公司,维修企业,,B,2022,0,91510705MA6AWRBR60
绵阳市安州区黄土镇永福街上段83号,绵阳市安州黄土昌达汽车修理厂,维修企业,,A,2022,0,92510705MA63TE904G
绵阳市安州区塔水镇朝兴路下段269号,绵阳市安州区新起点汽修厂,维修企业,,B,2022,0,92510705MA62RD9E4D
绵阳市安州区秀水镇东升干道191号,绵阳市安州区秀水镇锐锋汽车修理厂,维修企业,,A,2022,0,92510705MA63QUQOXH
绵阳市安州区秀水镇城南村村委会,绵阳市安州区秀水镇光富汽车修理厂,维修企业,,B,2022,0,92510705MA64XY7Q12
绵阳市安州区秀水镇兴明6组,安县秀水骏马汽车修理厂,维修企业,,B,2022,0,92510724MA624K5E2R
四川省绵阳市高新区永兴镇玉龙院村（绵阳佳益商贸公司）2幢1层,绵阳高新区众福汽车修理厂,维修企业,,A,2022,0,92510700MA62FB589U
绵阳市安州区高川乡9组,绵阳市安州区大维汽车修理厂,维修企业,,A,2022,0,92510705MA63Y3FOXF
绵阳市安州区雎水镇道喜村村委会,安州区世兴汽车修理厂,维修企业,,A,2022,0,92510705MA6B40H245
剑门路西段38号,绵阳市世纪汽车维修有限公司,维修企业,,AA,2022,0,91510703MA6240EA25
绵阳高新区火炬西街南段14号,绵阳高新区众杰汽车服务有限公司,维修企业,,A,2022,0,9151070655345490XL
绵阳高新区虹苑路A4-8号,绵阳高新区添仪轿车维护中心（一分厂）,维修企业,,A,2022,0,92510700MA624K8D34
绵阳高新区火炬西街南路2号高新区中小企业工业园工业区二区,绵阳市天良汽车维修有限公司,维修企业,,A,2022,0,91510706597503072T
绵阳高新区永新镇2号路,绵阳市林辰汽车销售服务有限公司,维修企业,,A,2022,0,91510700MA624GUT3T
高新区虹阳路7号,绵阳市海航轿车维修有限公司,维修企业,,A,2022,0,91510706749636596X
绵阳高新区永兴镇金祥路1号,绵阳晶毓实业有限公司,维修企业,,A,2022,0,91510700096729479H
绵阳高新区普明北路远宏汽修厂旁,绵阳高新区四通汽车修理厂,维修企业,,A,2022,0,510706600094432
四川省绵阳市高新区剑门路西段303号（双碑社区居委会）,绵阳市高新区兴源汽车修理厂,维修企业,,A,2022,0,92510700MA624KXL82
绵阳高新区绵兴路西段,绵阳天娇汽车销售服务有限公司,维修企业,,A,2022,0,91510700565659021X
绵阳市高新区永兴镇永安路,绵阳市利鑫博润汽车销售服务有限公司,维修企业,,A,2022,0,91510700MA6BE7QT6N
绵阳高新区金永兴镇金祥路1号,绵阳市江红汽车贸易有限公司,维修企业,,A,2022,0,91510700754741745K
绵阳高新区绵兴东路65号,绵阳高新区御驾精典汽车维修有限公司,维修企业,,A,2022,0,915107006695735000
绵阳高新区虹阳街9号,绵阳高新区三鼎汽车修理厂,维修企业,,A,2022,0,92510700MA63HPRQ6D
绵阳市磨家镇接龙寺村五组,绵阳高新区康发汽车修理有限公司,维修企业,,A,2022,0,91510700567618223M
四川省绵阳市高新区永兴镇永兴工业园（绵阳国强特种门业公司内）,绵阳高新区文豪汽修部,维修企业,,B,2022,0,92510700MA63EJQC2K
绵阳市高新区永兴镇松山寺村一社,绵阳兴艾潇汽贸有限公司（哈弗）,维修企业,,A,2022,0,91510700MA694BNK8L
绵阳市高新区张家营村,绵阳吉翔汽车服务有限责任公司,维修企业,,A,2022,0,91510700733409479T
绵阳高新区绵兴中路209号,四川大兴达汽车贸易有限公司,维修企业,,A,2022,0,91510700746918635P
绵阳高新区绵兴东路39号,绵阳市万驰汽车销售服务有限公司,维修企业,,A,2022,0,91510700MA624NPN15
绵阳高新区虹苑北路22号,四川顺德汽车维修服务有限公司,维修企业,,A,2022,0,91510700MA625GEK3H
绵阳市高新区普明街道中小企业工业园1区1号,绵阳高新区勇德汽修厂,维修企业,,B,2022,0,92510700MA65KM9E35
"绵阳市高新区虹苑路轿车维修一条街B42,C1,C2,C3号门面",绵阳高新区红波汽修厂,维修企业,,B,2022,0,92510700MA6BKRMJ63
绵阳高新区绵兴东路67号,绵阳高新区仁和轿车修理有限公司,维修企业,,B,2022,0,91510706742255715G
绵阳高新区路南工业区石桥铺大桥东侧,绵阳川闽汽车服务有限公司,维修企业,,B,2022,0,91510700337821226C
长虹大道北段141号,绵阳市中军汽车维修服务有限公司,维修企业,,B,2022,0,91510703699174150P
绵阳市涪城区一环路西段11-2号,绵阳城区远达汽车修理厂,维修企业,,A,2022,0,91510703MA624BY24D
绵阳市涪城区瓦店村,绵阳市凯德顺汽车维修服务有限公司,维修企业,,B,2022,0,91510703MA6ALCDJ2Y
四川省绵阳市涪城区青义镇廻龙社去三组,绵阳鑫宏途汽车销售服务有限公司,维修企业,,B,2022,0,91510703MA68854R94
一环路北段38-18号,绵阳市涪城区新兴汽车修理厂,维修企业,,A,2022,0,92510703MA6BUP4C3X
绵阳市涪城区青义镇大新村七组184号,四川美泊莱汽车服务有限公司,维修企业,,B,2022,0,91510703MA63DJ6H03
涪城区石塘镇浸水村2社,绵阳市涪城区龙顺汽车维修中心,维修企业,,A,2022,0,92510703MA6BCC0L8B
绵阳市涪城区长虹大道北段151号,四川龙博士汽车服务有限公司,维修企业,,A,2022,0,9151070334568126X2
长虹大道北段145-1号,绵阳市龙岗汽车修理有限公司,维修企业,,A,2022,0,915107035534811000
绵阳市涪城区龙门镇小桥村,绵阳通驰汽车服务有限公司,维修企业,,A,2022,0,915107033377906000
涪城区机场西路110号一楼,四川优联优车汽车维修服务有限公司,维修企业,,A,2022,0,91510703MA7K5GJ50X
新皂镇皂角铺村8号路,绵阳市涪城区新天地汽车修理厂,维修企业,,A,2022,0,92510703MA624J3B2N
四川省绵阳市涪城区长虹大道北段165号,绵阳市本立行汽车销售服务有限公司,维修企业,,A,2022,0,91510703MA653Y175A
长虹大道北段172号,绵阳市千宏汽车服务有限公司,维修企业,,A,2022,0,91510703682379328L
绵阳市涪城区浸水村二组,绵阳市涪城区鑫东洋汽修厂,维修企业,,A,2022,0,92510703MA65B46B1D
涪城区石塘镇东岳村,绵阳市东岳汽车修理有限公司,维修企业,,A,2022,0,515107036841574000
涪城区御中路23号,绵阳市涪城区全成汽车修理厂,维修企业,,A,2022,0,92510703MA67CW1K76
绵州大道北段3号,绵阳众旺汽车修理有限公司,维修企业,,A,2022,0,91510703795800166W
涪城区机场西路华昌加气站对面,绵阳市涪城区兴瑞汽车修理厂,维修企业,,A,2022,0,92510707MA63TQGA3T
四川省绵阳市高新区普明北路10号万向凝祥晓月小区15栋1楼,绵阳高新区光大汽修厂,维修企业,,B,2022,0,92510700MA676JBU4U
四川省绵阳市高新区黄家祠社区居委会3组（普明北路西段原光远屠宰场内）,绵阳市高新区金箭汽车修理厂,维修企业,,B,2022,0,92510700MA6A60QQ8L
绵阳高新区双碑东街45号,绵阳鑫华胜汽车服务有限公司,维修企业,,B,2022,0,91510700MA681U993T
普明老桥头（普明中学对面）,绵阳高新区富阳汽车维修有限公司,维修企业,,A,2022,0,91510700665398631C
四川省绵阳市涪城区机场西路933号,绵阳市涪城区方程式汽车轮胎保养服务部,维修企业,,A,2022,0,91510703MA66R8F592
绵阳高新区虹苑路A19-21号,绵阳宝丰汽车维修服务有限公司,维修企业,,A,2022,0,91510700MA6242EP0F
绵阳市高新区虹苑路A区9-12号,四川路恒达机械科技有限公司高新分公司,维修企业,,A,2022,0,91510700MA637N52XT
绵阳市飞云大道中段139号,四川快马物流有限公司汽修厂,维修企业,,A,2022,0,91510700099578979T
四川省绵阳市高新区菩提寺福园联建6号楼（菩提寺四组）,绵阳鸿祥汽车维修服务有限公司,维修企业,,A,2022,0,92510700MA666D7M6E
绵阳高新区飞云大道中段,绵阳云朗汽车销售有限公司,维修企业,,A,2022,0,91510700078852860T
