corpName,creditCode,companyType,periodCode,evaGrade,doScore
中交基础设施养护集团有限公司,9.111E+17,施工,,AA,97
中国铁建大桥工程局集团有限公司,91120116244997951G,施工,,A,93
广东冠粤路桥有限公司,91440000231129768U,施工,,A,93.3
中铁十八局集团有限公司,9112000010306009X2,施工,,AA,95
北京城建中南土木工程集团有限公司,9111000010115173X5,施工,,A,87.5
中交第二公路工程局有限公司,91610000220521254B,施工,,AA,95.5
中铁十六局集团第一工程有限公司,91110000102489329E,施工,,A,89
浙江正方交通建设有限公司,91330702726601040Q,施工,,AA,96.63
中国铁建昆仑投资集团有限公司,91510100MA61UUA672,施工,,AA,100
中铁十四局集团有限公司,9.137E+17,施工,,A,94.8
湖南省交建工程集团有限公司,9.14302E+17,施工,,B,84.25
中交路桥华南工程有限公司,91442000736168260Y,施工,,AA,96
广西路桥工程集团有限公司,91450000198227242F,施工,,AA,97.41
中交机电工程局有限公司,91110000067323023E,施工,,AA,97.49
宏盛建业投资集团有限公司,9.13611E+17,施工,,A,94.5
中铁十一局集团第五工程有限公司,91500000202805587B,施工,,A,92.75
浙江联顺道路筑养科技有限公司,9.13301E+17,施工,,A,93.3
中国建筑第五工程局有限公司,91430000183764483Y,施工,,A,90
四川路航建设工程有限责任公司,9.151E+17,施工,,AA,97.92
湖南路桥建设集团有限责任公司,91430000183763763N,施工,,AA,97
中铁二局集团有限公司,91510100MA61RKR7X3,施工,,AA,98.5
福建省交建集团工程有限公司,91350200154982721M,施工,,A,88
贵州路桥集团有限公司,91520000214414348U,施工,,A,94
宏远建设有限公司,9.13311E+17,施工,,D,59.8
广东长宏建设集团有限公司,91440183734937476B,施工,,A,95.5
安徽建工公路桥梁建设集团有限公司,91340000148941069W,施工,,AA,95.15
中交基础设施养护集团有限公司,9.111E+17,设计,,AA,95
中化学交通建设集团有限公司,9.137E+17,施工,,AA,95
浙江正方交通建设有限公司,91330702726601040Q,施工,,AA,97.5
浙江交工国际工程有限公司,91330000712561762Q,施工,,AA,95.15
中铁北京工程局集团第一工程有限公司,9161050222219033X4,施工,,AA,97.83
陕西省交通规划设计研究院有限公司,91610000435201880L,设计,,AA,95
广西顺捷交通勘察设计有限公司,9.14501E+17,设计,,A,100
中交公路规划设计院有限公司,91110000100011866Y,设计,,AA,95
广西路桥工程集团有限公司,91450000198227242F,设计,,AA,95
福建省交通规划设计院有限公司,91350000488000759L,设计,,A,100
中国建筑第五工程局有限公司,91430000183764483Y,施工,,A,92
中交基础设施养护集团有限公司,9.111E+17,设计,,AA,95
中国华西工程设计建设有限公司,91510000201803520Y,设计,,A,90
山西交科公路勘察设计院有限公司,91140000719854461C,设计,,A,90
山东省交通规划设计院集团有限公司,91370000495570688R,设计,,A,94
新疆交通规划勘察设计研究院有限公司,91650100228680962Y,设计,,A,100
中交第三航务工程局有限公司,91310104132660027E,施工,,A,89.67
新大陆数字技术股份有限公司,91350000154586155B,施工,,A,94.8
华设设计集团股份有限公司,91320000780270414F,设计,,AA,95
中交第一公路勘察设计研究院有限公司,9.161E+17,设计,,AA,98
广西路佳道桥勘察设计有限公司,9.14503E+17,设计,,A,100
新疆交通规划勘察设计研究院有限公司,91650100228680962Y,设计,,A,100
山东省交通规划设计院集团有限公司,91370000495570688R,设计,,A,94
山西交科公路勘察设计院有限公司,91140000719854461C,设计,,A,90
中国华西工程设计建设有限公司,91510000201803520Y,设计,,A,90
中交基础设施养护集团有限公司,9.111E+17,设计,,AA,95
中国建筑第五工程局有限公司,91430000183764483Y,施工,,A,92
福建省交通规划设计院有限公司,91350000488000759L,设计,,A,100
广西路桥工程集团有限公司,91450000198227242F,设计,,AA,95
中交公路规划设计院有限公司,91110000100011866Y,设计,,AA,95
广西顺捷交通勘察设计有限公司,9.14501E+17,设计,,A,100
陕西省交通规划设计研究院有限公司,91610000435201880L,设计,,AA,95
中铁北京工程局集团第一工程有限公司,9161050222219033X4,施工,,AA,97.83
浙江交工国际工程有限公司,91330000712561762Q,施工,,AA,95.15
浙江正方交通建设有限公司,91330702726601040Q,施工,,AA,97.5
中化学交通建设集团有限公司,9.137E+17,施工,,AA,95
中交一公局集团有限公司,9.111E+17,施工,,AA,95
中铁十局集团有限公司,9.137E+17,施工,,A,92.67
中铁九局集团有限公司,91210100240612006H,施工,,A,94
中铁十四局集团有限公司,9.137E+17,施工,,AA,95
中建交通建设集团有限公司,91110000681200816F,施工,,B,81
四川中港建设工程有限公司,91510000599969028X,施工,,B,82.5
湖南对外建设集团有限公司,91430000183767537H,施工,,A,87.75
中交三公局第一工程有限公司,91110000694981041H,施工,,AA,97
中交二公局第二工程有限公司,91610000664145966T,施工,,AA,95
浙江省建投交通基础建设集团有限公司,9133000071761427XH,施工,,A,91.5
中建交通建设集团有限公司,91110000681200816F,施工,,B,81
中交一公局集团有限公司,9.111E+17,施工,,AA,95
中铁九局集团有限公司,91210100240612006H,施工,,A,94
中铁十局集团有限公司,9.137E+17,施工,,A,92.67
中铁十四局集团有限公司,9.137E+17,施工,,AA,95
浙江万虹交通建设有限公司,9.13304E+17,施工,,A,93.1667
福建省路桥建设集团有限公司,91350100154444157N,施工,,AA,95
中交隧道工程局有限公司,9.111E+17,施工,,AA,96.5
中铁第四勘察设计院集团有限公司,9.14201E+17,设计,,AA,95
广西交通设计集团有限公司,91450000198226573F,设计,,AA,98.21
正平路桥建设股份有限公司,91630000226882472D,施工,,AA,97
广西双建工程咨询有限公司,9145130075654143XL,设计,,AA,100
中铁二十二局集团有限公司,9111000071092227XH,施工,,AA,98.05
招商局重庆交通科研设计院有限公司,9.15E+17,设计,,AA,97.09
中交路桥北方工程有限公司,91110302779505642X,施工,,AA,97.49
保利长大工程有限公司,9.144E+17,施工,,AA,97.58
中北交通建设集团有限公司,9.161E+17,施工,,A,90
中铁二十五局集团有限公司,9144000019043049X8,施工,,A,94
中交第二公路工程局有限公司,91610000220521254B,施工,,AA,95.5
北京城建中南土木工程集团有限公司,9111000010115173X5,施工,,A,87.5
中交路桥建设有限公司,9111000059062789XU,施工,,AA,96.7
中铁十五局集团有限公司,9.131E+17,施工,,A,94
中铁十八局集团有限公司,9112000010306009X2,施工,,AA,95
广东冠粤路桥有限公司,91440000231129768U,施工,,A,93.3
中国铁建大桥工程局集团有限公司,91120116244997951G,施工,,A,93
中交基础设施养护集团有限公司,9.111E+17,施工,,AA,97
陕西建工机械施工集团有限公司,91610000220523364G,施工,,A,93.75
北京市政建设集团有限责任公司,91110000722617424D,施工,,A,89.5
中交第一航务工程局有限公司,9.112E+17,施工,,AA,96.14
陕西高速电子工程有限公司,91610000745002334M,施工,,A,93.75
江苏海通建设工程有限公司,91320700750529771D,施工,,A,93.5
南京金长江交通设施有限公司,9.13201E+17,施工,,A,93.5
中铁隧道局集团有限公司,91410300171075680N,施工,,AA,97.49
中铁六局集团有限公司,91110108101884765M,施工,,A,94
中交第二航务工程局有限公司,9.14201E+17,施工,,AA,97.36
核工业西南建设集团有限公司,9151000071609310XT,施工,,A,94.99
中交第二航务工程局有限公司,9.14201E+17,施工,,AA,97.36
北京市政建设集团有限责任公司,91110000722617424D,施工,,A,89.5
中交第一航务工程局有限公司,9.112E+17,施工,,AA,96.14
陕西高速电子工程有限公司,91610000745002334M,施工,,A,93.75
江苏海通建设工程有限公司,91320700750529771D,施工,,A,93.5
陕西建工机械施工集团有限公司,91610000220523364G,施工,,A,93.75
河北光太路桥工程集团有限公司,91130400721663832F,施工,,A,88.5
南京金长江交通设施有限公司,9.13201E+17,施工,,A,93.5
中铁六局集团有限公司,91110108101884765M,施工,,A,94
中铁隧道局集团有限公司,91410300171075680N,施工,,AA,97.49
利越集团有限公司,91330783704583662N,施工,,A,94.65
杭州德胜交通设施有限公司,9.13301E+17,施工,,A,94
新疆生产建设兵团交通建设有限公司,9.1659E+17,施工,,A,94
华邦建投集团股份有限公司,91620000719042498K,施工,,A,91.54
江西交建工程集团有限公司,9136000070574101X2,施工,,A,94
中国建筑第八工程局有限公司,9131000063126503X1,施工,,AA,98
江西通威公路建设集团有限公司,9.13607E+17,施工,,A,92
嘉兴市通明交通工程有限公司,9.13305E+17,施工,,A,94
湖南常德路桥建设集团有限公司,91430700186491716J,施工,,A,93.33
北京市政建设集团有限责任公司,91110000722617424D,施工,,A,89.5
中交第二航务工程局有限公司,9.14201E+17,施工,,AA,97.36
核工业西南建设集团有限公司,9151000071609310XT,施工,,A,94.99
广西桂秦公路工程有限公司,91610116MAB0HENX4J,施工,,AA,95.46
中铁上海工程局集团有限公司,91310000566528939E,施工,,AA,97.33
广西路建工程集团有限公司,91450000763062402B,施工,,AA,95.55
中国葛洲坝集团股份有限公司,9.142E+17,施工,,A,94.9
中铁一局集团有限公司,91610000220522345A,施工,,AA,95.05
中交二公局东萌工程有限公司,91610131MA6U0FBF96,施工,,AA,98
河南省祯祥路桥科技有限公司,91410100790621759Q,施工,,A,90.5
中铁大桥局集团有限公司,91420100177685789E,施工,,AA,96
中冶交通建设集团有限公司,91110000783950087W,施工,,A,88.3
贵州省公路工程集团有限公司,91520000214415201K,施工,,AA,95
中铁十四局集团第五工程有限公司,9137088216608112XA,施工,,A,90
湖州市交通工程建设集团有限公司,91330500146956830G,施工,,A,94.2
河南锦路路桥建设有限公司,91411200551616821P,施工,,A,92
广西桂资工程集团有限公司,91450981200536053G,施工,,A,93.1
浙江交工宏途交通建设有限公司,9.133E+17,施工,,AA,99.17
邢台路桥建设集团有限公司,91130500105780234M,施工,,A,93.7
中铁八局集团有限公司,91510100201973538N,施工,,AA,96.5
广州航天海特系统工程有限公司,9144010161850178X8,施工,,AA,97.49
中铁八局集团有限公司,91510100201973538N,施工,,AA,96.5
德通建设集团有限公司,91610800786964863X,施工,,C,72
黑龙江省鼎捷路桥工程有限公司,91230199MA1BX16N8Y,施工,,AA,95.5
中铁十九局集团第一工程有限公司,9.1211E+17,施工,,AA,97.49
中国铁建港航局集团有限公司,9.14404E+17,施工,,A,86
中铁二十四局集团有限公司,9.131E+17,施工,,AA,96.83
北京云星宇交通科技股份有限公司,91110000633795210K,施工,,A,94.13
新疆北新路桥集团股份有限公司,9.165E+17,施工,,A,87.6
辽宁省交通规划设计院有限责任公司,9121000011756191XE,设计,,AA,97.2
中交第一航务工程局有限公司,9.112E+17,施工,,AA,96.5
西藏天顺路桥工程有限公司,91540000741903442H,施工,,A,85.3
四川川康公路规划勘察设计有限责任公司,91510000565683574G,设计,,A,93.5
贵州省交通规划勘察设计研究院股份有限公司,91520000067700001A,设计,,AA,97.18
中铁十局集团有限公司,9.137E+17,施工,,AA,97.49
苏交科集团股份有限公司,91320000741339087U,设计,,AA,96
福建华成路桥工程有限公司,91350629683097824P,施工,,A,89.7
河南省路桥建设集团有限公司,91411400731303232H,施工,,A,92.67
广州公路工程集团有限公司,91440101190435178U,施工,,AA,99.6
中国铁建大桥工程局集团有限公司,91120116244997951G,施工,,AA,95.3
中铁十局集团有限公司,9.137E+17,施工,,AA,97.49
贵州省交通规划勘察设计研究院股份有限公司,91520000067700001A,设计,,AA,97.18
四川川康公路规划勘察设计有限责任公司,91510000565683574G,设计,,A,93.5
西藏天顺路桥工程有限公司,91540000741903442H,施工,,A,85.3
中交第一航务工程局有限公司,9.112E+17,施工,,AA,96.5
辽宁省交通规划设计院有限责任公司,9121000011756191XE,设计,,AA,97.2
新疆北新路桥集团股份有限公司,9.165E+17,施工,,A,87.6
北京云星宇交通科技股份有限公司,91110000633795210K,施工,,A,94.13
中铁二十四局集团有限公司,9.131E+17,施工,,AA,96.83
中国铁建港航局集团有限公司,9.14404E+17,施工,,A,86
中铁十九局集团第一工程有限公司,9.1211E+17,施工,,AA,97.49
黑龙江省鼎捷路桥工程有限公司,91230199MA1BX16N8Y,施工,,AA,95.5
德通建设集团有限公司,91610800786964863X,施工,,C,72
中铁八局集团有限公司,91510100201973538N,施工,,AA,96.5
四川天鸿建设有限公司,91510802759704644J,施工,,A,94.99
福建第一公路工程集团有限公司,91350500156101983F,施工,,A,91.8
金光道环境建设集团有限公司,91360800705767324T,施工,,A,87.8
中化学交通建设集团有限公司,9.137E+17,施工,,AA,96.82
中铁二院工程集团有限责任公司,9.15101E+17,设计,,AA,94.89
四川西南交大土木工程设计有限公司,91510000201952788B,设计,,A,89.5
长江勘测规划设计研究有限责任公司,9.14201E+17,设计,,A,90
辽宁省交通规划设计院有限责任公司,9121000011756191XE,设计,,A,93.75
广东省交通规划设计研究院集团股份有限公司,91440000455857836N,设计,,AA,96.25
信息产业电子第十一设计研究院科技工程股份有限公司,9.15101E+17,设计,,A,92.5
中交公路规划设计院有限公司,91110000100011866Y,设计,,AA,95.25
广东省冶金建筑设计研究院有限公司,91440000455857297X,设计,,A,94.5
四川西南交大土木工程设计有限公司,91510000201952788B,设计,,A,89.5
福建第一公路工程集团有限公司,91350500156101983F,施工,,A,91.8
中化学交通建设集团有限公司,9.137E+17,施工,,AA,96.82
金光道环境建设集团有限公司,91360800705767324T,施工,,A,87.8
中铁二院工程集团有限责任公司,9.15101E+17,设计,,AA,94.89
四川路航建设工程有限责任公司,9.151E+17,施工,,AA,98.05
中铁第六勘察设计院集团有限公司,91120116300543322T,设计,,A,94.99
中铁五局集团有限公司,91520000214400165L,施工,,AA,98
陕西明泰工程建设有限责任公司,91610000730401455J,施工,,A,87
黑龙江省龙建路桥第一工程有限公司,9.12301E+17,施工,,AA,96.2
中铁十一局集团第二工程有限公司,91420300178861211B,施工,,AA,95
中铁一局集团有限公司,91610000220522345A,施工,,AA,95
中铁二十四局集团有限公司,9.131E+17,施工,,A,89.2
天津市高速公路科技发展有限公司,91120116718208871P,施工,,AA,95
中铁十九局集团第三工程有限公司,91210113122022056N,施工,,AA,97.49
北京瑞华赢科技发展股份有限公司,9.11103E+17,施工,,B,96.8
中交二公局第四工程有限公司,9.14103E+17,施工,,AA,95
福建省百川建设发展有限公司,9.13502E+17,施工,,D,58.7
上海市政工程设计研究总院（集团）有限公司,9.131E+17,设计,,AA,97.49
中铁十四局集团有限公司,9.137E+17,施工,,AA,97.04
江西有色建设集团有限公司,91360000158262799N,施工,,B,83.33
中铁十六局集团有限公司,9.111E+17,施工,,AA,97.25
河南省路桥建设集团有限公司,91411400731303232H,施工,,A,92.67
中国铁建大桥工程局集团有限公司,91120116244997951G,施工,,AA,95.3
广州公路工程集团有限公司,91440101190435178U,施工,,AA,99.6
中国市政工程西南设计研究总院有限公司,91510000450722131W,设计,,A,92.5
乐山市通达交通勘察设计有限责任公司,91511100699156075L,设计,,A,87.14
中铁三局集团第二工程有限公司,91130100104381100J,施工,,A,86.75
广州航天海特系统工程有限公司,9144010161850178X8,施工,,AA,97.49
中铁十一局集团有限公司,91420000179315087R,施工,,AA,99.35
中交基础设施养护集团有限公司,9.111E+17,设计,,A,94.99
中国公路工程咨询集团有限公司,91110000100001916P,施工,,A,89.48
南平高速建设有限公司,91350700156988166Q,施工,,AA,96.26
中国电子工程设计院有限公司,91110000400007412C,设计,,B,81
江苏安防科技有限公司,91320000134859312Y,施工,,A,93.5
中交路桥建设有限公司,9111000059062789XU,施工,,AA,95
武汉综合交通研究院有限公司,91420100F99581085A,设计,,AA,95.28
云南省建设投资控股集团有限公司,91530000MA6K5LYD33,施工,,B,76
中国十七冶集团有限公司,91340500150501353B,施工,,A,94.5
四川省林业勘察设计研究院有限公司,91510000450714377M,设计,,AA,96.34
中国电子工程设计院有限公司,91110000400007412C,设计,,B,81
中铁十一局集团有限公司,91420000179315087R,施工,,AA,99.35
中国公路工程咨询集团有限公司,91110000100001916P,施工,,A,89.48
中交基础设施养护集团有限公司,9.111E+17,设计,,A,94.99
南平高速建设有限公司,91350700156988166Q,施工,,AA,96.26
远海建工（集团）有限公司,9150000071160023XL,施工,,A,91
中铁十七局集团有限公司,9.114E+17,施工,,AA,96.5
哈尔滨市公路工程有限责任公司,91230102424005403X,施工,,AA,95.4
中交路桥华东工程有限公司,9.13101E+17,施工,,A,88.5
汇通建设集团股份有限公司,91130684776180774A,施工,,A,92
江苏建铁信息技术有限公司,91320115MA1UYBG540,施工,,A,87
安徽皖通科技股份有限公司,91340100711761244Q,施工,,A,88.2
安徽天洋交通工程有限公司,91341181734976838L,施工,,A,93.5
四川公路桥梁建设集团有限公司,9151000020181190XN,设计,,AA,99.12
南平高速建设有限公司,91350700156988166Q,施工,,AA,96.26
中交基础设施养护集团有限公司,9.111E+17,设计,,A,94.99
中国公路工程咨询集团有限公司,91110000100001916P,施工,,A,89.48
中铁十一局集团有限公司,91420000179315087R,施工,,AA,99.35
中国电子工程设计院有限公司,91110000400007412C,设计,,B,81
四川省林业勘察设计研究院有限公司,91510000450714377M,设计,,AA,96.34
中国十七冶集团有限公司,91340500150501353B,施工,,A,94.5
云南省建设投资控股集团有限公司,91530000MA6K5LYD33,施工,,B,76
武汉综合交通研究院有限公司,91420100F99581085A,设计,,AA,95.28
中交路桥建设有限公司,9111000059062789XU,施工,,AA,95
江苏安防科技有限公司,91320000134859312Y,施工,,A,93.5
四川君羊建设集团有限公司,91510000713020271J,施工,,A,94.99
苏交科集团股份有限公司,91320000741339087U,设计,,AA,95.21
上海建工集团股份有限公司,91310000631189305E,施工,,A,93
江西景泰路桥工程有限公司,91360200158806936T,施工,,B,78
洪润路桥工程有限公司,91360100067471587F,施工,,A,91
中交通力建设股份有限公司,91610131724928787L,设计,,B,82
核工业长沙中南建设集团有限公司,91430100183841370H,施工,,A,86
邵阳公路桥梁建设有限责任公司,9143050018553223XA,施工,,B,83.5
四川路桥桥梁工程有限责任公司,9.15101E+17,施工,,AA,98.5
华设设计集团股份有限公司,91320000780270414F,设计,,A,92.52
河北龙威交通工程有限公司,9113040570064208X2,施工,,A,93
中北工程设计咨询有限公司,91610000661186666D,设计,,A,94.99
广东诚泰交通科技发展有限公司,91440111786093818R,施工,,AA,98.6
中海外交通建设有限公司,91130101746888640R,施工,,B,81.5
四川公路桥梁建设集团有限公司,9151000020181190XN,施工,,AA,95
四川路桥桥梁工程有限责任公司,9.15101E+17,施工,,AA,98.5
洪润路桥工程有限公司,91360100067471587F,施工,,A,91
核工业长沙中南建设集团有限公司,91430100183841370H,施工,,A,86
中交通力建设股份有限公司,91610131724928787L,设计,,B,82
邵阳公路桥梁建设有限责任公司,9143050018553223XA,施工,,B,83.5
中铁长江交通设计集团有限公司,91500000450386203J,设计,,A,85.7
华设设计集团股份有限公司,91320000780270414F,设计,,A,87.9
中铁三局集团有限公司,91140000110104513E,施工,,AA,95
中铁五局集团路桥工程有限责任公司,91440115685247670F,施工,,B,81
北京交科公路勘察设计研究院有限公司,9.11101E+17,设计,,AA,95
中铁二十四局集团福建铁路建设有限公司,91350000158149446K,施工,,AA,96.3667
长沙市公路桥梁建设有限责任公司,91430100183867925Q,施工,,AA,96.5
绵阳市川交公路规划勘察设计有限公司,91510703729809875X,设计,,B,83
宜昌市交通规划勘察设计研究院有限公司,91420500420180554G,设计,,AA,95
四川路航建设工程有限责任公司,9.151E+17,施工,,AA,98.05
中铁二院工程集团有限责任公司,9.15101E+17,设计,,AA,94.89
中化学交通建设集团有限公司,9.137E+17,施工,,AA,96.82
福建第一公路工程集团有限公司,91350500156101983F,施工,,A,91.8
广东省冶金建筑设计研究院有限公司,91440000455857297X,设计,,A,94.5
中交公路规划设计院有限公司,91110000100011866Y,设计,,AA,95.25
信息产业电子第十一设计研究院科技工程股份有限公司,9.15101E+17,设计,,A,92.5
广东省交通规划设计研究院集团股份有限公司,91440000455857836N,设计,,AA,96.25
辽宁省交通规划设计院有限责任公司,9121000011756191XE,设计,,A,93.75
长江勘测规划设计研究有限责任公司,9.14201E+17,设计,,A,90
珠海市交通勘察设计院有限公司,91440400455927056B,设计,,A,88.17
四川省公路规划勘察设计研究院有限公司,9.151E+17,设计,,AA,97.5
中铁第一勘察设计院集团有限公司,91610000224338828L,设计,,A,94.99
青岛交建集团有限公司,91370212790831895N,施工,,A,90
中诚智翔建设集团有限公司,9.151E+17,施工,,AA,97.49
江西省交通工程集团有限公司,9136000015831160XA,施工,,B,82.4
湖北省交通规划设计院股份有限公司,9.142E+17,设计,,AA,96.5
陕西路桥集团有限公司,9.161E+17,施工,,AA,95.4
同济大学建筑设计研究院（集团）有限公司,9131000013328457XD,设计,,A,94.99
四川路桥高速公路养护有限公司,9.151E+17,施工,,AA,97.49
新疆交通规划勘察设计研究院有限公司,91650100228680962Y,设计,,AA,98.22
安徽国顺交通咨询设计研究院有限公司,91340100733014055Y,设计,,A,90.8
上海千年城市规划工程设计股份有限公司,9.131E+17,设计,,A,91.5
西藏交通勘察设计研究院有限公司,91540194MAC8RB1BXX,设计,,A,92
招商局重庆交通科研设计院有限公司,9.15E+17,设计,,A,91.5
中交远洲交通科技集团有限公司,91130100700711241Y,设计,,A,92.31
四川路桥高速公路养护有限公司,9.151E+17,施工,,AA,97.49
同济大学建筑设计研究院（集团）有限公司,9131000013328457XD,设计,,A,94.99
中诚智翔建设集团有限公司,9.151E+17,施工,,AA,97.49
湖北省交通规划设计院股份有限公司,9.142E+17,设计,,AA,96.5
江西省交通工程集团有限公司,9136000015831160XA,施工,,B,82.4
陕西路桥集团有限公司,9.161E+17,施工,,AA,95.4
哈尔滨润潮交通设施有限公司,91230108734598283X,施工,,B,84.8
中交基础设施养护集团宁夏工程有限公司,91640100227847636M,设计,,A,90
福州市规划设计研究院集团有限公司,91350100MA349MRA93,设计,,AA,96.5
中铁十二局集团第一工程有限公司,91610111113123242G,施工,,B,97.8
宁德市交投勘察设计有限公司,9.13509E+17,设计,,AA,96.5
河南省中工设计研究院集团股份有限公司,91410100706774868X,设计,,B,84.99
苏交科集团股份有限公司,91320000741339087U,设计,,AA,97.9
中交第一航务工程局有限公司,9.112E+17,施工,,AA,95.2
陕西路桥集团有限公司,9.161E+17,施工,,AA,95.4
江西省交通工程集团有限公司,9136000015831160XA,施工,,B,82.4
湖北省交通规划设计院股份有限公司,9.142E+17,设计,,AA,96.5
中诚智翔建设集团有限公司,9.151E+17,施工,,AA,97.49
同济大学建筑设计研究院（集团）有限公司,9131000013328457XD,设计,,A,94.99
四川路桥高速公路养护有限公司,9.151E+17,施工,,AA,97.49
中交远洲交通科技集团有限公司,91130100700711241Y,设计,,A,92.31
招商局重庆交通科研设计院有限公司,9.15E+17,设计,,A,91.5
西藏交通勘察设计研究院有限公司,91540194MAC8RB1BXX,设计,,A,92
上海千年城市规划工程设计股份有限公司,9.131E+17,设计,,A,91.5
安徽国顺交通咨询设计研究院有限公司,91340100733014055Y,设计,,A,90.8
新疆交通规划勘察设计研究院有限公司,91650100228680962Y,设计,,AA,98.22
核工业西南勘察设计研究院有限公司,91510000727474928K,设计,,A,92.33
中交远洲交通科技集团有限公司,91130100700711241Y,设计,,AA,100
中国公路工程咨询集团有限公司,91110000100001916P,设计,,AA,97.49
中铁北京工程局集团第一工程有限公司,9161050222219033X4,施工,,AA,96.62
宏鑫建设集团有限公司,91320583628383852Y,施工,,A,94.5
山东中宏路桥建设有限公司,91370600165003832N,施工,,A,94.99
黑龙江农垦建工路桥有限公司,91233000702854799K,施工,,AA,96.2
中交一公局第三工程有限公司,91110000102400689N,施工,,AA,97.41
中铁第六勘察设计院集团有限公司,91120116300543322T,设计,,AA,96.5
黑龙江省公路桥梁勘测设计院有限公司,91230102128172557Y,设计,,AA,96.3
中国铁建港航局集团有限公司,9.14404E+17,施工,,AA,95.62
中交二公局东萌工程有限公司,91610131MA6U0FBF96,施工,,A,94.5
四川路桥盛通建筑工程有限公司,91510000780141305J,施工,,AA,98.21
中国电建集团成都勘测设计研究院有限公司,9.151E+17,设计,,C,74.99
中远交科设计咨询有限公司,91510000565664904P,设计,,A,91.25
广东飞达交通工程有限公司,91440000190369748Q,施工,,AA,99.5
中交基础设施养护集团有限公司,9.111E+17,设计,,AA,95
延边公路勘测设计有限责任公司,9122240041304102XT,设计,,A,93
贵州省交通规划勘察设计研究院股份有限公司,91520000067700001A,设计,,A,89.9
山东中宏路桥建设有限公司,91370600165003832N,施工,,A,94.99
中交一公局第三工程有限公司,91110000102400689N,施工,,AA,97.41
黑龙江农垦建工路桥有限公司,91233000702854799K,施工,,AA,96.2
中交第二公路勘察设计研究院有限公司,91420100177668591H,设计,,AA,95
中化学交通建设集团有限公司,9.137E+17,施工,,AA,95
中建三局集团有限公司,91420000757013137P,施工,,AA,97.49
安徽宏泰交通工程设计研究院有限公司,91340100748934460Y,设计,,AA,100
浙江省建投交通基础建设集团有限公司,9133000071761427XH,施工,,A,87.33
龙建路桥股份有限公司,91230100606102976R,施工,,AA,95.6
华杰工程咨询有限公司,91110105625900914T,设计,,A,94.2
黑龙江省交通规划设计研究院集团有限公司,91230100126970555M,设计,,AA,95.7
浙江正方交通建设有限公司,91330702726601040Q,施工,,AA,97.5
中铁二院工程集团有限责任公司,9.15101E+17,设计,,AA,96.75
四川省公路规划勘察设计研究院有限公司,9.151E+17,设计,,A,95
中铁十一局集团有限公司,91420000179315087R,施工,,AA,97.5
黑龙江省龙建路桥第四工程有限公司,91230102672932847J,施工,,AA,95.9
龙建路桥股份有限公司,91230100606102976R,施工,,AA,95.6
黑龙江省路畅工程设计有限公司,9123120079501873XB,设计,,AA,97.6
四川高路信息科技有限公司,91510000709152503X,施工,,AA,98.15
林同棪国际工程咨询（中国）有限公司,9.15E+17,设计,,A,93.54
江苏耀鑫交通设施有限公司,91320211722275575T,施工,,AA,96.01
中亿通达设计咨询集团有限公司,91350427315647482E,设计,,A,90.7
中交一公局集团有限公司,9.111E+17,施工,,AA,98.37
宁德市路兴设计有限公司,9.13509E+17,设计,,A,91.2
北京建达道桥咨询有限公司,91110109102336955F,设计,,A,86.75
广州市市政工程设计研究总院有限公司,91440101455353507F,设计,,B,95
湖南中大设计院有限公司,9.14301E+17,设计,,A,90.25
广西交通设计集团有限公司,91450000198226573F,设计,,A,94
中铁第四勘察设计院集团有限公司,9.14201E+17,设计,,A,91.6
厦门中平公路勘察设计院有限公司,91350200705495162B,设计,,A,94.99
江西省交通设计研究院有限责任公司,91360000491004216J,设计,,A,92.7
北京中咨路捷工程咨询有限公司,9111010680221924XQ,设计,,A,86.5
中交公路规划设计院有限公司,91110000100011866Y,设计,,AA,98.13
甘肃紫光智能交通与控制技术有限公司,9.162E+17,施工,,A,92.4
湖南省公路设计有限公司,91430105183787810P,设计,,A,85
中交水运规划设计院有限公司,91110000400007594G,设计,,B,97
中铁大桥勘测设计院集团有限公司,9142010017768505XH,设计,,AA,96.5
中冶京诚工程技术有限公司,91110302757700076U,设计,,AA,96.5
四川中港建设工程有限公司,91510000599969028X,施工,,A,85.5
江苏中设集团股份有限公司,91320200135895905U,设计,,A,93.75
黑龙江嘉昌路桥建筑有限责任公司,9.12308E+17,施工,,A,93
江苏常鑫路桥集团有限公司,91320411467286663P,施工,,AA,95.98
龙建路桥股份有限公司,91230100606102976R,施工,,A,94.99
大连力和公路工程有限公司,91210200747864640Q,施工,,A,94.5
成都市交通规划勘察设计研究院有限公司,9.15101E+17,设计,,AA,100
宁夏公路勘察设计院有限责任公司,91640100227768735C,设计,,AA,97.1
山东省公路设计咨询有限公司,9.13701E+17,设计,,AA,95
中建三局集团有限公司,91420000757013137P,施工,,AA,97.97
中铁第六勘察设计院集团有限公司,91120116300543322T,设计,,B,95
北京中咨路捷工程咨询有限公司,9111010680221924XQ,设计,,A,86.5
江西省交通设计研究院有限责任公司,91360000491004216J,设计,,A,92.7
云南省建设投资控股集团有限公司,91530000MA6K5LYD33,施工,,B,75.25
中交路桥建设有限公司,9111000059062789XU,设计,,A,94
浙江数智交院科技股份有限公司,91330000470040234R,设计,,A,94.99
中交第一公路勘察设计研究院有限公司,9.161E+17,设计,,AA,93.9
河南省中工设计研究院集团股份有限公司,91410100706774868X,设计,,AA,95
